fold,file_id,speaker_id,state,sex,sentence_id,sentence_id_norm,tier,reference,hyp_greedy,hyp_sf,hyp_dra,hyp_general_sf,wer_greedy,wer_sf,wer_dra,wer_general_sf
3,S21_BA_F_019,S21,Bauchi,F,19,019,2,likita ya rubuta mun magunguna guda uku dabandaban,likita ya rubuta mu ma gunguna guda 3 daban-daban,likita ya rubuta mu magunguna guda 3 daban-daban,likita ya rubuta mu magunguna guda 3 daban-daban,likita ya rubuta mu magunguna guda 3 daban-daban,62.5,37.5,37.5,37.5
3,S23_GO_F_019,S23,Gombe,F,19,019,2,likita ya rubuta mun magunguna guda uku dabandaban,lihisa ya rubutan mun ma gunguna uku daban da ban,likita ya rubuta mun magunguna uku daban da ban,likita ya rubuta mun magunguna uku daban da ba,likita rubuta mun magunguna uku daban da ban,87.5,50.0,50.0,62.5
3,S04_PL_M_022,S04,Plateau,M,22,022,3,alamun cutar zazzabin cizon sauro sun haɗa da zazzabi mai ƙarfi ciwon kai rawar jiki da rashin ƙarfi gabaɗaya,alamun cutar zazzabin cizon sauro sun hada da zazzabi mai karfi ciwon kai rawar jiki da rashin karfi gabadaya,alamun cutar zazzabin cizon sauro sun hada da zazzabi mai karfi ciwon kai rawar jiki da rashin karfi gaba daya,alamun cutar zazzabin cizon sauro sun hada da zazzabi mai karfi ciwon kai rawar jiki da rashin karfi gaba daya,alamun cutar zazzabin cizon sauro sun hada da zazzabi mai karfi ciwon kai rarara jiki da rashin karfi gaba daya,21.052631578947366,26.31578947368421,26.31578947368421,31.57894736842105
3,S06_GO_M_022,S06,Gombe,M,22,022,3,alamun cutar zazzabin cizon sauro sun haɗa da zazzabi mai ƙarfi ciwon kai rawar jiki da rashin ƙarfi gabaɗaya,alaman kuta zazzabi cizon tsauro sun hada da zazzabi mai karfi ciwon kai ruwa jiki da rashin karfi gaba daya,alama cutar zazzabin cizon sauro sun hada da zazzabi mai karfi ciwon kai ruwa jiki da rashin karfi gaba daya,alama cutar zazzabin cizon sauro sun hada da zazzabi mai karfi ciwon kai ruwan jiki da rashin karfin gaba daya,alaman kuta zazzabin cizon sauro sun hada da zazzabi mai karfi ciwon kai ruwa jiki da rashin karfi gaba daya,52.63157894736842,36.84210526315789,36.84210526315789,42.10526315789473
3,S08_TA_M_022,S08,Taraba,M,22,022,3,alamun cutar zazzabin cizon sauro sun haɗa da zazzabi mai ƙarfi ciwon kai rawar jiki da rashin ƙarfi gabaɗaya,alamun cutar zazzabin cizon souro sun hada da zazzabin mai karfi ciwon kai rawar jiki da rashin karfi gabadaya,alamun cutar zazzabin cizon sauro sun hada da zazzabi mai karfi ciwon kai rawar jiki da rashin karfin gabaɗaya,alamun cutar zazzabin cizon sauro sun hada da zazzabi mai karfi ciwon kai rawar jiki da rashin karfin gabaɗaya,alamun cutar zazzabin cizon sauro sun hada da zazzabi mai karfi ciwon kai rawar jiki da rashin karfin gabadaya,31.57894736842105,15.789473684210526,15.789473684210526,21.052631578947366
3,S10_YO_M_022,S10,Yobe,M,22,022,3,alamun cutar zazzabin cizon sauro sun haɗa da zazzabi mai ƙarfi ciwon kai rawar jiki da rashin ƙarfi gabaɗaya,alamun cutar zazzabin cizon sauro sun hada da zazzabi mai karfi ciwon kai rawar jiki da rashin karfi gaba daya,alamun cutar zazzabin cizon sauro sun hada da zazzabi mai karfi ciwon kai rawar jiki da rashin karfi gaba daya,alamun cutar zazzabin cizon sauro sun hada da zazzabi mai karfi ciwon kai rawar jiki da rashin karfi gaba daya,alamun cutar zazzabin cizon sauro sun hada da zazzabi mai karfi ciwon kai rawar jiki da rashin karfi gaba daya,26.31578947368421,26.31578947368421,26.31578947368421,26.31578947368421
3,S11_KD_M_022,S11,Kaduna,M,22,022,3,alamun cutar zazzabin cizon sauro sun haɗa da zazzabi mai ƙarfi ciwon kai rawar jiki da rashin ƙarfi gabaɗaya,alamun cutar zazzabin cizon sauro sun hada da zazzabi mai karfi ciwon kai rawar jiki da rashin karfi gaba daya,alamun cutar zazzabin cizon sauro sun hada da zazzabi mai karfi ciwon kai rawar jiki da rashin karfi gaba daya,alamun cutar zazzabin cizon sauro sun hada da zazzabi mai karfi ciwon kai rawar jiki da rashin karfi gaba daya,alamun cutar zazzabin cizon sauro sun hada da zazzabi mai karfi ciwon kai rawar jiki da rashin karfi gaba daya,26.31578947368421,26.31578947368421,26.31578947368421,26.31578947368421
3,S13_GO_F_022,S13,Gombe,F,22,022,3,alamun cutar zazzabin cizon sauro sun haɗa da zazzabi mai ƙarfi ciwon kai rawar jiki da rashin ƙarfi gabaɗaya,alaman cutar zazzabin cizon sauro sun hada zazzabi mai garfi ciwon kai rawar jiki da rashin karfi gaba daya,alama cutar zazzabin cizon sauro sun hada zazzabi mai karfi ciwon kai rawar jiki da rashin karfi gaba daya,alama cutar zazzabin cizon sauro sun hada zazzabi mai karfi ciwon kai rawar jiki da rashin karfi gaba ɗaya,alaman cutar zazzabin cizon sauro sun hada zazzabi mai karfi ciwon kai rawar jiki da rashin karfi gaba daya,36.84210526315789,36.84210526315789,36.84210526315789,36.84210526315789
3,S18_GO_F_022,S18,Gombe,F,22,022,3,alamun cutar zazzabin cizon sauro sun haɗa da zazzabi mai ƙarfi ciwon kai rawar jiki da rashin ƙarfi gabaɗaya,alamun cutar zazzabin cizon sauro sun hada da zazzabi mai karfi ciwon kai rawan jiki da rashin karfi gaba daya,alamun cutar zazzabin cizon sauro sun hada da zazzabi mai karfi ciwon kai rawa jiki da rashin karfin gaba daya,alamun cutar zazzabin cizon sauro sun hada da zazzabi mai karfi ciwon kai rawa jiki da rashin karfin gaba daya,alamun cutar zazzabin cizon sauro sun hada da zazzabi mai karfi ciwon kai rawan jiki da rashin karfin gaba daya,31.57894736842105,31.57894736842105,31.57894736842105,31.57894736842105
3,S20_BA_F_022,S20,Bauchi,F,22,022,3,alamun cutar zazzabin cizon sauro sun haɗa da zazzabi mai ƙarfi ciwon kai rawar jiki da rashin ƙarfi gabaɗaya,alamun cutar zazzabin cizon sauro sun hada da zazzabi mai karfi ciwon kai rawar jiki da rashin karfi gaba daya,alamun cutar zazzabin cizon sauro sun hada da zazzabi mai karfi ciwon kai rawar jiki da rashin karfi gaba daya,alamun cutar zazzabin cizon sauro sun hada da zazzabi mai karfi ciwon kai rawar jiki da rashin karfi gaba daya,alamun cutar zazzabin cizon sauro sun hada da zazzabi mai karfi ciwon kai rawar jiki da rashin karfi gaba daya,26.31578947368421,26.31578947368421,26.31578947368421,26.31578947368421
3,S21_BA_F_022,S21,Bauchi,F,22,022,3,alamun cutar zazzabin cizon sauro sun haɗa da zazzabi mai ƙarfi ciwon kai rawar jiki da rashin ƙarfi gabaɗaya,alamun cutar zazzabin cizon sauro sun hada da zazzabi mai karfi ciwon kai rawar jiki da rashin karfi gaba daya,alamun cutar zazzabin cizon sauro sun hada da zazzabi mai karfi ciwon kai rawar jiki da rashin karfi gaba daya,alamun cutar zazzabin cizon sauro sun hada da zazzabi mai karfi ciwon kai rawar jiki da rashin karfi gaba daya,alamun cutar zazzabin cizon sauro sun hada da zazzabi mai karfi ciwon kai rawar jiki da rashin karfi gaba daya,26.31578947368421,26.31578947368421,26.31578947368421,26.31578947368421
3,S23_GO_F_022,S23,Gombe,F,22,022,3,alamun cutar zazzabin cizon sauro sun haɗa da zazzabi mai ƙarfi ciwon kai rawar jiki da rashin ƙarfi gabaɗaya,alamar cutar-zazzabin shizon sauro sun hada da zazzabi mai karfin  shiwan kai rawar jiki da rashin karfin gaba daya,alamar cutar zazzabin cizon sauro sun hada da zazzabi mai karfi shi wankan rawar jiki da rashin karfin gaba daya,alamar cutar zazzabin cizon sauro sun hada da zazzabi mai karfi shi wankan rawar jiki da rashin karfin gaba daya,alamar cutar zazzabin cizon sauro sun hada da zazzabi mai karfin chiwon kai rawar jiki da rashin karfin gaba daya,52.63157894736842,42.10526315789473,42.10526315789473,36.84210526315789
4,S04_PL_M_003,S04,Plateau,M,3,003,1,jikinna ya kama zafi yau sosai,jiki na ya kama zafi yau sosai,jiki na ya kama zafi yau sosai,jiki na ya kama zafi yau sosai,jiki na ya kama zafi yau sosai,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333
4,S06_GO_M_003,S06,Gombe,M,3,003,1,jikinna ya kama zafi yau sosai,jikina ya komasafi yasose,jikina ya komasafi yasose,jikina ya komasafi yasose,jikina ya kasafi ya sose,83.33333333333334,83.33333333333334,83.33333333333334,83.33333333333334
4,S08_TA_M_003,S08,Taraba,M,3,003,1,jikinna ya kama zafi yau sosai,jiki na ya zama zafi yau sosai,jiki na ya zama zafi yau sosai,jikina ya zama zafi yau sosai,jiki na ya zama zafi yau sosai,50.0,50.0,33.33333333333333,50.0
4,S10_YO_M_003,S10,Yobe,M,3,003,1,jikinna ya kama zafi yau sosai,jiki na ya kama zafi yau sosai,jikina ya kama zafi yau sosai,jikina ya kama zafi yau sosai,jiki na ya kama zafi yau sosai,33.33333333333333,16.666666666666664,16.666666666666664,33.33333333333333
4,S11_KD_M_003,S11,Kaduna,M,3,003,1,jikinna ya kama zafi yau sosai,jiki na ya kama zafi yau sosai,jiki na ya kama zafi yau sosai,jikina ya kama zafi yau sosai,jiki na ya kama zafi yau sosai,33.33333333333333,33.33333333333333,16.666666666666664,33.33333333333333
4,S13_GO_F_003,S13,Gombe,F,3,003,1,jikinna ya kama zafi yau sosai,jiki na ya kama zafi yau sosai,jiki na ya kama zafi yau sosai,jikina ya kama zafi yau sosai,jiki na ya kama zafi yau sosai,33.33333333333333,33.33333333333333,16.666666666666664,33.33333333333333
4,S18_GO_F_003,S18,Gombe,F,3,003,1,jikinna ya kama zafi yau sosai,jiki na ya kama zafi yau sosai,jiki na ya kama zafi yau sosai,jikina ya kama zafi yau sosai,jiki na ya kama zafi yau sosai,33.33333333333333,33.33333333333333,16.666666666666664,33.33333333333333
4,S20_BA_F_003,S20,Bauchi,F,3,003,1,jikinna ya kama zafi yau sosai,jiki na ya kama zafi yau sosai,jiki na ya kama zafi yau sosai,jikina ya kama zafi yau sosai,jiki na ya kama zafi yau sosai,33.33333333333333,33.33333333333333,16.666666666666664,33.33333333333333
4,S21_BA_F_003,S21,Bauchi,F,3,003,1,jikinna ya kama zafi yau sosai,jki naaka mzf a us,jkinaka zafi,jkinaka zafi,ki naka zafi,100.0,83.33333333333334,83.33333333333334,83.33333333333334
4,S23_GO_F_003,S23,Gombe,F,3,003,1,jikinna ya kama zafi yau sosai,njikina yakamuzafiye osuse,jikina ya kamu za fiye osuse,jikina yakamuzafiye osuse,njikinayakamuzafiye osuse,100.0,83.33333333333334,100.0,100.0
4,S04_PL_M_006,S04,Plateau,M,6,006,1,ina jin kishin ruwa sosai,ina jin kishin ruwa sosai,ina jin kishin ruwa sosai,ina jin kishin ruwa sosai,ina jin kishin ruwa sosai,0.0,0.0,0.0,0.0
4,S06_GO_M_006,S06,Gombe,M,6,006,1,ina jin kishin ruwa sosai,i na-aji nkishi n ruwa sose,ina aji nkishinruwasoose,ina aji nkishinruwasoose,i na aji nkishinruwasoose,100.0,80.0,80.0,100.0
4,S08_TA_M_006,S08,Taraba,M,6,006,1,ina jin kishin ruwa sosai,ina jin kishin ruwa sosai,ina jin kishin ruwa sosai,ina jin kishin ruwa sosai,ina jin kishin ruwa sosai,0.0,0.0,0.0,0.0
4,S10_YO_M_006,S10,Yobe,M,6,006,1,ina jin kishin ruwa sosai,ina jin kishin ruwa sosai,ina jin kishin ruwa sosai,ina jin kishin ruwa sosai,ina jin kishin ruwa sosai,0.0,0.0,0.0,0.0
4,S11_KD_M_006,S11,Kaduna,M,6,006,1,ina jin kishin ruwa sosai,ina jin ƙishin ruwa sosai,ina jin ƙishi ruwa sosai,ina jin ƙishi ruwa sosai,ina jin kishin ruwa sosai,20.0,20.0,20.0,0.0
4,S13_GO_F_006,S13,Gombe,F,6,006,1,ina jin kishin ruwa sosai,yana jin kishin ruwa sosai,yana jin kishin ruwa sosai,yana jin kishin ruwa sosai,yana jin kishin ruwa sosai,20.0,20.0,20.0,20.0
4,S18_GO_F_006,S18,Gombe,F,6,006,1,ina jin kishin ruwa sosai,ina ji n kiisin ruwasose,ina ji nkiisinruwasose,ina ji nkiisinruwasose,ina jin kisin ruwa sose,80.0,80.0,80.0,40.0
4,S20_BA_F_006,S20,Bauchi,F,6,006,1,ina jin kishin ruwa sosai,ana jin ƙishin ruwa sosai,ana jin kishin ruwa sosai,ana jin kishin ruwa sosai,ana jin kishin ruwa sosai,40.0,20.0,20.0,20.0
4,S21_BA_F_006,S21,Bauchi,F,6,006,1,ina jin kishin ruwa sosai,yana jin kishin ruwa sosai,yana jin kishin ruwa sosai,yana jin kishin ruwa sosai,yana jin kishin ruwa sosai,20.0,20.0,20.0,20.0
4,S23_GO_F_006,S23,Gombe,F,6,006,1,ina jin kishin ruwa sosai,ina jin ishin ruwa sosai,ina jin ishin ruwa sosai,ina jin ishin ruwa sosai,ina jin ishin ruwa sosai,20.0,20.0,20.0,20.0
4,S04_PL_M_012,S04,Plateau,M,12,012,2,ciwon sukari yana buƙatar kulawa ta musamman da abinci mai kyau,ciwon saukari na bukatar kulawa ta musamman da abinci mai kyau,ciwon saukari na bukatar kulawa ta musamman da abinci mai kyau,ciwon saukari na bukatar kulawa ta musamman da abinci mai kyau,ciwon saukari na bukatar kulawa ta musamman da abinci mai kyau,27.27272727272727,27.27272727272727,27.27272727272727,27.27272727272727
4,S06_GO_M_012,S06,Gombe,M,12,012,2,ciwon sukari yana buƙatar kulawa ta musamman da abinci mai kyau,ciwon su kari yana bukata kulawa a musamman da abinci mai kyau,ciwon su kari yana bukata kulawa a musamman da abinci mai kyau,ciwon su kari yana buƙata kulawa a musamman da abinci mai kyau,ciwon su kari yana bukata kulawa a musamman da abinci mai kyau,36.36363636363637,36.36363636363637,36.36363636363637,36.36363636363637
4,S08_TA_M_012,S08,Taraba,M,12,012,2,ciwon sukari yana buƙatar kulawa ta musamman da abinci mai kyau,ciwon tsugari yana bukatar kukawa ta musamman da abinci mai kyau,ciwon tsugari yana bukatar kulawa ta musamman da abinci mai kyau,ciwon tsugari yana bukatar kulawa ta musamman da abinci mai kyau,ciwon tsugari yana bukatar kulawa ta musamman da abinci mai kyau,27.27272727272727,18.181818181818183,18.181818181818183,18.181818181818183
4,S10_YO_M_012,S10,Yobe,M,12,012,2,ciwon sukari yana buƙatar kulawa ta musamman da abinci mai kyau,ciwon sukari yana bukatar kulawa ta musamman da abinci mai kyau,ciwon sukari yana bukatar kulawa ta musamman da abinci mai kyau,ciwon sukari yana bukatar kulawa ta musamman da abinci mai kyau,ciwon sukari yana bukatar kulawa ta musamman da abinci mai kyau,9.090909090909092,9.090909090909092,9.090909090909092,9.090909090909092
4,S11_KD_M_012,S11,Kaduna,M,12,012,2,ciwon sukari yana buƙatar kulawa ta musamman da abinci mai kyau,ciwon sukari yana bukatar kulawa ta musamman da abinci mai kyau,ciwon sukari yana bukatar kulawa ta musamman da abinci mai kyau,ciwon sukari yana bukatar kulawa ta musamman da abinci mai kyau,ciwon sukari yana bukatar kulawa ta musamman da abinci mai kyau,9.090909090909092,9.090909090909092,9.090909090909092,9.090909090909092
4,S13_GO_F_012,S13,Gombe,F,12,012,2,ciwon sukari yana buƙatar kulawa ta musamman da abinci mai kyau,ciwon sukari yana bukatar kulawa ta musamman da abinci mai kyau,ciwon sukari yana bukatar kulawa ta musamman da abinci mai kyau,ciwon sukari yana bukatar kulawa ta musamman da abinci mai kyau,ciwon sukari yana bukatar kulawa ta musamman da abinci mai kyau,9.090909090909092,9.090909090909092,9.090909090909092,9.090909090909092
4,S18_GO_F_012,S18,Gombe,F,12,012,2,ciwon sukari yana buƙatar kulawa ta musamman da abinci mai kyau,ciwo sukuri tana bukatar kula ta musamman da abinci mai kyau,ciwo sukuri tana bukatar kula ta musamman da abinci mai kyau,ciwon sukuri tana bukatar kula ta musamman da abinci mai kyau,ciwo sukuri tana bukatar kula ta musamman da abinci mai kyau,45.45454545454545,45.45454545454545,36.36363636363637,45.45454545454545
4,S20_BA_F_012,S20,Bauchi,F,12,012,2,ciwon sukari yana buƙatar kulawa ta musamman da abinci mai kyau,ciwon sukari yana bukatar kulawa ta musamman da abinci mai kyau,ciwon sukari yana bukatar kulawa ta musamman da abinci mai kyau,ciwon sukari yana bukatar kulawa ta musamman da abinci mai kyau,ciwon sukari yana bukatar kulawa ta musamman da abinci mai kyau,9.090909090909092,9.090909090909092,9.090909090909092,9.090909090909092
4,S21_BA_F_012,S21,Bauchi,F,12,012,2,ciwon sukari yana buƙatar kulawa ta musamman da abinci mai kyau,ciwon sukari yana bukatar kulawa ta musamman da abinci mai kyau,ciwon sukari yana bukatar kulawa ta musamman da abinci mai kyau,ciwon sukari yana bukatar kulawa ta musamman da abinci mai kyau,ciwon sukari yana bukatar kulawa ta musamman da abinci mai kyau,9.090909090909092,9.090909090909092,9.090909090909092,9.090909090909092
4,S23_GO_F_012,S23,Gombe,F,12,012,2,ciwon sukari yana buƙatar kulawa ta musamman da abinci mai kyau,chiwon sukari yana bukatar kulawa ta musamman don cin abinci mai kya,ciwon sukari yana bukatar kulawa ta musamman don cin abinci mai kyau,ciwon sukari yana bukatar kulawa ta musamman don cin abinci mai kyau,ciwon sukari yana bukatar kulawa ta musamman don cin abinci mai kyau,45.45454545454545,27.27272727272727,27.27272727272727,27.27272727272727
4,S04_PL_M_015,S04,Plateau,M,15,015,2,yaron yana da gudawa kuma jikansa ya yi rauni sosai,iyaron yana da gudawa kuma jikinsa ya yi rauni sosai,yaron yana da gudawa kuma jikinsa ya yi rauni sosai,yaran yana da gudawa kuma jikinsa ya yi rauni sosai,yaron yana da gudawa kuma jikinsa ya yi rauni sosai,20.0,10.0,20.0,10.0
4,S06_GO_M_015,S06,Gombe,M,15,015,2,yaron yana da gudawa kuma jikansa ya yi rauni sosai,yaron yana da gudawa kuma jikinsa ya yi rauni sosai,yaron yana da gudawa kuma jikinsa ya yi rauni sosai,yaron yana da gudawa kuma jikinsa ya yi rauni sosai,yaron yana da gudawa kuma jikinsa ya yi rauni sosai,10.0,10.0,10.0,10.0
4,S08_TA_M_015,S08,Taraba,M,15,015,2,yaron yana da gudawa kuma jikansa ya yi rauni sosai,yaron yana da guduwa kuma jikinsa ya yi rauni sosai,yaron yana da guduwa kuma jikinsa ya yi rauni sosai,yaron yana da guduwa kuma jikinsa ya yi rauni sosai,yaron yana da guduwa kuma jikinsa ya yi rauni sosai,20.0,20.0,20.0,20.0
4,S10_YO_M_015,S10,Yobe,M,15,015,2,yaron yana da gudawa kuma jikansa ya yi rauni sosai,yaron yana da guduwa kuma jikinsa ya yi rauni sosai,yaron yana da guduwa kuma jikinsa ya yi rauni sosai,yaron yana da guduwa kuma jikinsa ya yi rauni sosai,yaron yana da guduwa kuma jikinsa ya yi rauni sosai,20.0,20.0,20.0,20.0
4,S11_KD_M_015,S11,Kaduna,M,15,015,2,yaron yana da gudawa kuma jikansa ya yi rauni sosai,yaron yana da gudawa kuma jikinsa ya yi rauni sosai,yaron yana da gudawa kuma jikinsa ya yi rauni sosai,yaron yana da gudawa kuma jikinsa ya yi rauni sosai,yaron yana da gudawa kuma jikinsa ya yi rauni sosai,10.0,10.0,10.0,10.0
4,S13_GO_F_015,S13,Gombe,F,15,015,2,yaron yana da gudawa kuma jikansa ya yi rauni sosai,yaron yana da gudawa kuma jikinsa ya yi rauni sosai,yaron yana da gudawa kuma jikinsu ya yi rauni sosai,yaron yana da gudawa kuma jikinsu ya yi rauni sosai,yaron yana da gudawa kuma jikinsa ya yi rauni sosai,10.0,10.0,10.0,10.0
4,S18_GO_F_015,S18,Gombe,F,15,015,2,yaron yana da gudawa kuma jikansa ya yi rauni sosai,yaron yana da gudawa kuma jikin shi yayi rauni sosai,yaron yana da gudawa kuma jikin shi ya yi rauni sosai,yaron yana da gudawa kuma jikin shi ya yi rauni sosai,yaron yana da gudawa kuma jikinshi yayi rauni sosai,30.0,20.0,20.0,30.0
4,S20_BA_F_015,S20,Bauchi,F,15,015,2,yaron yana da gudawa kuma jikansa ya yi rauni sosai,yaron yana da gudawa kuma jikinsa ya yi rauni sosai,yaron yana da gudawa kuma jikinsa ya yi rauni sosai,yaron yana da gudawa kuma jikinsa ya yi rauni sosai,yaron yana da gudawa kuma jikinsa ya yi rauni sosai,10.0,10.0,10.0,10.0
4,S21_BA_F_015,S21,Bauchi,F,15,015,2,yaron yana da gudawa kuma jikansa ya yi rauni sosai,yaron yana da gudawa kuma jikinsa ya yi rauni sosai,yaron yana da gudawa kuma jikinsa ya yi rauni sosai,yaron yana da gudawa kuma jikinsa ya yi rauni sosai,yaron yana da gudawa kuma jikinsa ya yi rauni sosai,10.0,10.0,10.0,10.0
4,S23_GO_F_015,S23,Gombe,F,15,015,2,yaron yana da gudawa kuma jikansa ya yi rauni sosai,yauron yana da gudawa kuma jikinsa ya yi rauni sosai,yaron yana da gudawa kuma jikinsa ya yi rauni sosai,yaron yana da gudawa kuma jikinsa ya yi rauni sosai,yaron yana da gudawa kuma jikinsa ya yi rauni sosai,20.0,10.0,10.0,10.0
4,S04_PL_M_024,S04,Plateau,M,24,024,3,dole ne a kai yaron asibiti da sauri saboda yana da alamu na rashin ruwa a jiki wanda ke da haɗari,dole ne akai yaro asibiti da sauri saboda yana da alamu na harshen ruwa a jiki wanda ke da hatsari,dole ne a kai yaro asibiti da sauri saboda yana da alamu na harshen ruwa a jiki wanda ke da hatsari,dole ne a kai yaro asibiti da sauri saboda yana da alamu na harshen ruwa a jiki wanda ke da hatsari,dole ne a kai yaro asibiti da sauri saboda yana da alamu na harshen ruwa a jiki wanda ke da hatsari,23.809523809523807,14.285714285714285,14.285714285714285,14.285714285714285
4,S06_GO_M_024,S06,Gombe,M,24,024,3,dole ne a kai yaron asibiti da sauri saboda yana da alamu na rashin ruwa a jiki wanda ke da haɗari,dole ne a kai yaron asibiti a sauri saboda yana da alamu na rashin ruwa a jikin wanda ke da hadari,dole ne a kai yaron asibiti a sauri saboda yana da alamu na rashin ruwa a jikin wanda ke da hadari,dole ne a kan yaron asibiti a sauri saboda yana da alamu na rashin ruwa a jikin wanda ke da hadari,dole ne a kai yaron asibiti a sauri saboda yana da alamu na rashin ruwa a jikin wanda ke da hadari,14.285714285714285,14.285714285714285,19.047619047619047,14.285714285714285
4,S08_TA_M_024,S08,Taraba,M,24,024,3,dole ne a kai yaron asibiti da sauri saboda yana da alamu na rashin ruwa a jiki wanda ke da haɗari,dole ne akai yaron asibiti da sauri saboda yana da alamu da rashin ruwa a jiki wadda ke a hadari,dole ne a kai yaron asibiti da sauri saboda yana da alamu da rashin ruwa a jiki wanda ke hadari,dole ne a kai yaron asibiti da sauri saboda yana da alamu da rashin ruwa a jiki wanda ke hadari,dole ne a kai yaron asibiti da sauri saboda yana da alamu da rashin ruwa a jiki wanda ke hadari,28.57142857142857,14.285714285714285,14.285714285714285,14.285714285714285
4,S10_YO_M_024,S10,Yobe,M,24,024,3,dole ne a kai yaron asibiti da sauri saboda yana da alamu na rashin ruwa a jiki wanda ke da haɗari,dole ne akan yaro asibiti da sauri saboda yana da alamu na rashin ruwa a jiki wanda ke da hadari,dole ne a kai yaro asibiti da sauri saboda yana da alamu na rashin ruwa a jiki wanda ke da hadari,dole ne a kai yaro asibiti da sauri saboda yana da alamu na rashin ruwa a jiki wanda ke da hadari,dole ne akan yaro asibiti da sauri saboda yana da alamu na rashin ruwa a jiki wanda ke da hadari,19.047619047619047,9.523809523809524,9.523809523809524,19.047619047619047
4,S11_KD_M_024,S11,Kaduna,M,24,024,3,dole ne a kai yaron asibiti da sauri saboda yana da alamu na rashin ruwa a jiki wanda ke da haɗari,dole ne in kai yaron asibiti da sauri saboda yana da alamu na rashin ruwa a jiki wanda ke da hadari,dole ne in kai yaron asibiti da sauri saboda yana da alamu na rashin ruwa a jiki wanda ke da hadari,dole ne in kai yaron asibiti da sauri saboda yana da alamu na rashin ruwa a jiki wanda ke da hadari,dole ne in kai yaron asibiti da sauri saboda yana da alamu na rashin ruwa a jiki wanda ke da hadari,9.523809523809524,9.523809523809524,9.523809523809524,9.523809523809524
4,S13_GO_F_024,S13,Gombe,F,24,024,3,dole ne a kai yaron asibiti da sauri saboda yana da alamu na rashin ruwa a jiki wanda ke da haɗari,dole ne akan yaron asibiti da sauri saboda yana da alamu na rashin ruwa a jiki wanda yake da hadari,dole ne a kan yaron asibiti da sauri saboda yana da alamu na rashin ruwa a jiki wanda yake da hadari,dole ne a kan yaron asibiti da sauri saboda yana da alamu na rashin ruwa a jiki wanda yake da hadari,dole ne akan yaron asibiti da sauri saboda yana da alamu na rashin ruwa a jiki wanda yake da hadari,19.047619047619047,14.285714285714285,14.285714285714285,19.047619047619047
4,S18_GO_F_024,S18,Gombe,F,24,024,3,dole ne a kai yaron asibiti da sauri saboda yana da alamu na rashin ruwa a jiki wanda ke da haɗari,dole ne akai yaron asibiti da sauri saboda yana da alamu na rashin ruwa a jiki wanda ke da hatsari,dole ne a kai yaron asibiti da sauri saboda yana da alamu na rashin ruwa a jiki wanda ke da hatsari,dole ne a kai yaron asibiti da sauri saboda yana da alamu na rashin ruwa a jiki wanda ke da hatsari,dole ne a kai yaron asibiti da sauri saboda yana da alamu na rashin ruwa a jiki wanda ke da hatsari,14.285714285714285,4.761904761904762,4.761904761904762,4.761904761904762
4,S20_BA_F_024,S20,Bauchi,F,24,024,3,dole ne a kai yaron asibiti da sauri saboda yana da alamu na rashin ruwa a jiki wanda ke da haɗari,dolarin akan yaron asibiti da sauri saboda yana da alamun na rashin ruwa a jiki wanda ke da hadari,dolarin akan yaron asibiti da sauri saboda yana da alamu na rashin ruwa a jiki wanda ke da hadari,dolarin akan yaron asibiti da sauri saboda yana da alamu na rashin ruwa a jikin wanda ke da hadari,dolarin akan yaron asibiti da sauri saboda yana da alamun na rashin ruwa a jiki wanda ke da hadari,28.57142857142857,23.809523809523807,28.57142857142857,28.57142857142857
4,S21_BA_F_024,S21,Bauchi,F,24,024,3,dole ne a kai yaron asibiti da sauri saboda yana da alamu na rashin ruwa a jiki wanda ke da haɗari,dole ne akan yaron asibiti da sauri saboda yana da alamuna rashin ruwa a jiki wanda ke da hadari,dole ne a kan yaron asibiti da sauri saboda yana da alamu na rashin ruwa a jiki wanda ke da hadari,dole ne a kan yaron asibiti da sauri saboda yana da alamu na rashin ruwa a jikin wanda ke da hadari,dole ne akan yaron asibiti da sauri saboda yana da alamu na rashin ruwa a jiki wanda ke da hadari,23.809523809523807,9.523809523809524,14.285714285714285,14.285714285714285
4,S23_GO_F_024,S23,Gombe,F,24,024,3,dole ne a kai yaron asibiti da sauri saboda yana da alamu na rashin ruwa a jiki wanda ke da haɗari,dole ne akai yaron asibiti da sauri saboda yana da alamu na rashin ruwa a jiki wanda ke da hadari,dole ne a kai yaron asibiti da sauri saboda yana da alamu na rashin ruwa a jiki wanda ke da hadari,dole ne a kai yaron asibiti da sauri saboda yana da alamu na rashin ruwa a jiki wanda ke da hadari,dole ne a kai yaron asibiti da sauri saboda yana da alamu na rashin ruwa a jiki wanda ke da hadari,14.285714285714285,4.761904761904762,4.761904761904762,4.761904761904762
5,S04_PL_M_002,S04,Plateau,M,2,002,1,ina jin zafi a kirjina,ina jin zafi a kirgina,ina jin zafi a kirji na,ina jin zafi a kirji na,ina jin zafi a kirji na,20.0,40.0,40.0,40.0
5,S06_GO_M_002,S06,Gombe,M,2,002,1,ina jin zafi a kirjina,ina gen surfie akigina,ina jin surfie akigina,ina jin surfie akigina,ina jin surfie akigina,80.0,60.0,60.0,60.0
